fcm_name,registered_as,dsro,as_of_date,adj_net_capital,net_capital_requirement,excess_net_capital,customer_assets_seg,customer_seg_required,excess_funds_seg,target_residual_seg,funds_section_30_7,customer_pt30_required,excess_funds_30_7,target_residual_30_7,cleared_swap_seg,cleared_swap_required,excess_cleared_swap,target_residual_swap,retail_forex_obligation
INTERACTIVE BROKERS LLC,FCM BD,CME,2022-10-31,6289516446,699268916,5590247530,8241909613,7966405260,275504353,155000000,779150119,656159008,122991111,80000000,0,0,0,0,26433965
IRONBEAM INC,FCM,CME,2022-10-31,8171684,1774122,6397562,96640293,87251795,9388498,1600000,452819,213094,239725,60000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2022-10-31,1222770989,99305323,1123465666,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2022-10-31,23698943468,5629049584,18069893884,42142569497,40876813800,1265755697,940166717,9218592049,8684128889,534463160,217103222,22415363201,21465501896,949861305,579568551,0
LIME TRADING CORP,FCM BD,NFA,2022-10-31,4288682,1000000,3288682,46103,0,46103,20000,40000,0,40000,20000,0,0,0,0,0
MACQUARIE FUTURES USA LLC,FCM,CBOT,2022-10-31,606531968,397512994,209018974,4438795159,4185118679,253676480,100000000,186865236,133647585,53217651,7000000,5150238,0,5150238,1000000,0
MAREX NORTH AMERICA LLC,FCM,CME,2022-10-31,265767089,217959775,47807314,4009083291,3924595607,84487684,50230376,205303008,170286272,35016736,10250000,0,0,0,0,0
MCVEAN TRADING & INVESTMENTS LLC,FCM,NFA,2022-10-31,11793779,1469363,10324416,474929173,451260396,23668777,18000000,2567861,0,2567861,1000000,0,0,0,0,0
MERRILL LYNCH PROFESSIONAL CLEARING CORP,FCM BD,NFA,2022-10-31,6728048844,1540667372,5187381472,3674293089,2551612632,1122680457,300000000,0,0,0,0,0,0,0,0,0
MFI FUNDING LLC,FCM,NFA,2022-10-31,103333681,1000000,102333681,0,0,0,0,0,0,0,0,0,0,0,0,0
MID CO COMMODITIES INC,FCM,NFA,2022-10-31,23382965,13165216,10217749,98758942,75357442,23401500,5138000,0,0,0,0,0,0,0,0,0
MINT BROKERS,FCM BD,NFA,2022-10-31,2250638,1000000,1250638,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZUHO SECURITIES USA LLC,FCM BD,CME,2022-10-31,1491334552,799083620,692250932,13087127457,12490628998,596498459,150000000,1316176313,1117914766,198261547,70000000,20551445,0,20551445,10000000,0
MORGAN STANLEY & CO LLC,FCM BD SD,CME/NFA,2022-10-31,17020649756,4276960568,12743689188,28002324793,27602742525,399582268,235000000,9330562920,9108525550,222037370,140000000,27376662079,26675361194,701300885,92000000,0
NANHUA USA LLC,FCM,CME,2022-10-31,24279954,17437267,6842687,296115323,276855301,19260022,3500000,680382,324045,356337,100000,0,0,0,0,0
NATWEST MARKETS SECURITIES INC,FCM BD,CBOT,2022-10-31,559111668,1078270,558033398,7500998,0,7500998,5000000,0,0,0,0,0,0,0,0,0
NINJATRADER CLEARING LLC,FCM,NFA,2022-10-31,17506338,1000000,16506338,255812311,235159257,20653054,4000000,3800828,2874189,926639,400000,0,0,0,0,0
NOMURA SECURITIES INTERNATIONAL INC,FCM BD,CBOT,2022-10-31,1861614245,93785095,1767829150,198212941,128315959,69896982,19000000,1250000,0,1250000,1000000,0,0,0,0,0
OANDA CORPORATION,FCMRFD,NFA,2022-10-31,43408503,28323475,15085028,0,0,0,0,0,0,0,0,0,0,0,0,172326584
PHILLIP CAPITAL INC,FCM BD,CME,2022-10-31,79006529,39846022,39160507,861105753,824814552,36291201,15000000,18735324,15189354,3545970,1000000,0,0,0,0,0
PICTET OVERSEAS INC,FCM BD,NFA,2022-10-31,50827893,11749379,39078514,148424663,143384734,5039929,1500000,63189905,60177237,3012668,900000,0,0,0,0,0
RBC CAPITAL MARKETS LLC,FCM BD,CME,2022-10-31,2271538728,562650373,1708888355,4978941298,4471594109,507347189,320000000,628238628,501333699,126904929,40000000,2093197195,1783292418,309904777,120000000,0
RJ OBRIEN ASSOCIATES LLC,FCM SD,CME/NFA,2022-10-31,365730685,280947345,84783340,7420992775,7147136304,273856471,50000000,237915388,207101923,30813465,20000000,0,0,0,0,0
SANTANDER INVESTMENT SECURITIES INC,FCM BD,NYME,2022-10-31,451526208,168265613,283260595,2314705687,2242498969,72206718,70000000,0,0,0,0,0,0,0,0,0
SCOTIA CAPITAL USA INC,FCM BD,CME,2022-10-31,1246547255,142969294,1103577961,0,0,0,0,0,0,0,0,0,0,0,0,0
SG AMERICAS SECURITIES LLC,FCM BD,CME,2022-10-31,4747530685,2112428335,2635102350,18929013099,18488975260,440037839,200000000,8180003723,7811775554,368228169,200000000,2148080531,1831752769,316327762,80000000,0
STONEX FINANCIAL INC,FCM BD,CME,2022-10-31,427041655,256483252,170558403,6135539158,6056509941,79029217,50000000,222520139,210348593,12171546,6000000,0,0,0,0,0
STRAITS FINANCIAL LLC,FCM,CME,2022-10-31,27467188,13523339,13943849,460182932,446953933,13228999,2000000,36700304,26515751,10184553,300000,0,0,0,0,0
TRADESTATION SECURITIES INC,FCM BD,CME,2022-10-31,144483433,5025004,139458429,871761594,832592288,39169306,9000000,22836543,19363243,3473300,800000,0,0,0,0,0
TRADING.COM MARKETS INC,RFED,NFA,2022-10-31,23976909,20000000,3976909,0,0,0,0,0,0,0,0,0,0,0,0,512418
UBS FINANCIAL SERVICES INC,FCM BD,NFA,2022-10-31,1154637854,147765282,1006872572,202293268,147761359,54531909,25000000,36770968,6758458,30012510,15000000,0,0,0,0,0
UBS SECURITIES LLC,FCM BD,CBOT,2022-10-31,4395946788,724618564,3671328224,6502767081,6212371381,290395700,150000000,2485812482,2317613967,168198515,75000000,1349953570,1089593459,260360111,125000000,0
WEDBUSH SECURITIES INC,FCM BD,CBOT,2022-10-31,254151195,82809099,171342096,3550433191,3518669153,31764038,19000000,46868829,40941399,5927430,1000000,0,0,0,0,0
WELLS FARGO SECURITIES LLC,FCM BD,CME,2022-10-31,10010357243,1519413200,8490944043,5637705942,5133409510,504296432,145000000,707551624,605658075,101893549,30000000,13996020035,13263695819,732324216,220000000,0
ABN AMRO CLEARING CHICAGO LLC,FCM BD,CBOT,2022-11-30,624799915,239118036,385681879,4066386266,3625003112,441383154,266429663,162720259,129761161,32959098,12976116,0,0,0,0,0
ADM INVESTOR SERVICES INC,FCM,CBOT,2022-11-30,526924408,368204480,158719928,8309246248,8110098375,199147873,120000000,559793436,513456109,46337327,20000000,9932153,0,9932153,8000000,0
ADVANTAGE FUTURES LLC,FCM,CME,2022-11-30,29654164,14860855,14793309,556114701,536337131,19777570,10000000,43816553,39501080,4315473,1000000,0,0,0,0,0
AMP GLOBAL CLEARING LLC,FCM,NFA,2022-11-30,9159755,1000000,8159755,77083770,67530135,9553635,900000,2818119,2260010,558109,150000,0,0,0,0,0
APEX CLEARING CORPORATION,FCM BD,NFA,2022-11-30,475457347,27633787,447823560,100024184,74090216,25933968,10000000,0,0,0,0,0,0,0,0,0
BARCLAYS CAPITAL INC,FCM BD,NYME,2022-11-30,6494152629,2412852685,4081299944,15229469423,14345150896,884318527,58000000,4633590385,4399255050,234335335,40000000,14419712051,13624369013,795343038,26000000,0
BITNOMIAL CLEARING LLC,FCM,NFA,2022-11-30,1505000,1000000,505000,0,0,0,0,0,0,0,0,0,0,0,0,0
BNP PARIBAS SECURITIES CORP,FCM BD,CBOT,2022-11-30,2247778144,1018636827,1229141317,7456764999,6751906151,704858848,570000000,2723177072,1845644509,877532563,98000000,2862613256,2614755127,247858129,135000000,0
BOFA SECURITIES INC,FCM BD,CBOT,2022-11-30,16744070048,4384411542,12359658506,26778746249,26401760869,376985380,200000000,6224786216,5849766773,375019443,150000000,18024828435,17662643630,362184805,150000000,0
CANTOR FITZGERALD & CO,FCM BD,CBOT,2022-11-30,362032941,1863761,360169180,4969934,0,4969934,3000000,0,0,0,0,0,0,0,0,0
CHARLES SCHWAB FUTURES AND FOREX LLC,FCM,NFA,2022-11-30,286551794,43235013,243316781,630380470,476159538,154220932,100000000,0,0,0,0,0,0,0,0,67228987
CHS HEDGING LLC,FCM,CBOT,2022-11-30,62461432,26397623,36063809,281828495,215717259,66111236,14600000,1527272,0,1527272,200000,510188,0,510188,120000,0
CITIGROUP GLOBAL MARKETS INC,FCM BD SD,CBOT/NFA,2022-11-30,9494860175,5108006242,4386853933,18387485511,17728305494,659180017,435400000,5307532554,5000934130,306598424,175000000,32834712423,32141322674,693389749,469000000,0
CREDIT SUISSE SECURITIES (USA) LLC,FCM BD,CBOT,2022-11-30,11743352824,161101310,11582251514,299960672,260535571,39425101,13026779,7226390,1388526,5837864,69426,11037908,385,11037523,19,0
CUNNINGHAM COMMODITIES LLC,FCM,CBOT,2022-11-30,86202510,2685171,83517339,214798331,157014821,57783510,3050000,1041038,464207,576831,100000,0,0,0,0,0
DAIWA CAPITAL MARKETS AMERICA INC,FCM BD,CME,2022-11-30,1338098187,1624224,1336473963,2136558,0,2136558,1,427923,0,427923,1,0,0,0,0,0
DEUTSCHE BANK SECURITIES INC,FCM BD,CBOT,2022-11-30,5365814530,198201279,5167613251,2286665024,2137554172,149110852,100000000,783281127,653841625,129439502,50000000,0,0,0,0,0
DIRECT ACCESS USA LLC,FCM,CME,2022-11-30,12364520,3174977,9189543,128436518,102104913,26331605,2500000,10624999,505100,10119899,1000000,0,0,0,0,0
DORMAN TRADING LLC,FCM,CME,2022-11-30,14063376,2405698,11657678,293037345,288855764,4181581,2000000,5293366,4464516,828850,200000,0,0,0,0,0
E D & F MAN CAPITAL MARKETS INC,FCM BD SD,CME/NFA,2022-11-30,272814092,166344543,106469549,3867305495,3792954756,74350739,44250000,68787949,57365085,11422864,5000000,0,0,0,0,0
ETRADE FUTURES LLC,FCM,NFA,2022-11-30,46974591,4774540,42200051,152454925,103862407,48592518,11000000,0,0,0,0,0,0,0,0,0
FUTU FUTURES INC,FCM,NFA,2022-11-30,1923335,1000000,923335,0,0,0,0,0,0,0,0,0,0,0,0,0
GAIN CAPITAL GROUP LLC,FCMRFD,NFA,2022-11-30,54398397,28689452,25708945,0,0,0,0,0,0,0,0,0,0,0,0,183789034
GH FINANCIALS LLC,FCM,CME,2022-11-30,29819265,11042213,18777052,161362610,141888316,19474294,5500000,6606583,4859893,1746690,440000,0,0,0,0,0
GOLDMAN SACHS & CO LLC,FCM BD SD,CBOT/NFA,2022-11-30,22654469546,4732144454,17922325092,38785782802,37630736197,1155046605,775000000,14070594954,13483129339,587465615,475000000,18759304011,18279030353,480273658,350000000,0
HIDDEN ROAD PARTNERS CIV US LLC,FCM BD,CME,2022-11-30,32802662,1000000,31802662,3018677,0,3018677,3000000,0,0,0,0,0,0,0,0,0
HSBC SECURITIES USA INC,FCM BD,CME,2022-11-30,1251298967,605449174,645849793,5884631346,5695405452,189225894,153000000,278711727,230595476,48116251,15000000,2381041507,2194884666,186156841,166000000,0
IG US LLC,RFED,NFA,2022-11-30,36983747,21725976,15257771,0,0,0,0,0,0,0,0,0,0,0,0,44519527
INTERACTIVE BROKERS LLC,FCM BD,CME,2022-11-30,6372068368,692728317,5679340051,8171428231,7954774633,216653598,155000000,833736719,707274706,126462013,80000000,0,0,0,0,25808736
IRONBEAM INC,FCM,CME,2022-11-30,8517413,1000000,7517413,98352034,89909647,8442387,1600000,461451,230271,231180,60000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2022-11-30,903348876,97110620,806238256,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2022-11-30,22642492132,5828267997,16814224135,44080470586,42951619219,1128851367,816080765,9599542058,8938988600,660553458,312864601,22782477672,21764073822,1018403850,457045550,0
LIME TRADING CORP,FCM BD,NFA,2022-11-30,4390889,1000000,3390889,46104,0,46104,20000,40000,0,40000,20000,0,0,0,0,0
MACQUARIE FUTURES USA LLC,FCM,CBOT,2022-11-30,602761205,415340289,187420916,4698177046,4483337705,214839341,100000000,207297482,153446141,53851341,7000000,5152849,0,5152849,1000000,0
MAREX NORTH AMERICA LLC,FCM,CME,2022-11-30,259400836,212715021,46685815,4094732117,4002169288,92562829,50230376,187942051,154727847,33214204,10250000,0,0,0,0,0
MCVEAN TRADING & INVESTMENTS LLC,FCM,NFA,2022-11-30,11846738,1769199,10077539,471946820,447303195,24643625,18000000,2614167,0,2614167,1000000,0,0,0,0,0
MERRILL LYNCH PROFESSIONAL CLEARING CORP,FCM BD,NFA,2022-11-30,8310343635,1490872558,6819471077,2608799838,1478156619,1130643219,300000000,0,0,0,0,0,0,0,0,0
MFI FUNDING LLC,FCM,NFA,2022-11-30,103650445,1000000,102650445,0,0,0,0,0,0,0,0,0,0,0,0,0
MID CO COMMODITIES INC,FCM,NFA,2022-11-30,23737153,10862546,12874607,102977857,79649639,23328218,5138000,0,0,0,0,0,0,0,0,0
MINT BROKERS,FCM BD,NFA,2022-11-30,2213953,1000000,1213953,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZUHO SECURITIES USA LLC,FCM BD,CME,2022-11-30,1554416635,772469545,781947090,13089693538,12597214528,492479010,150000000,1396107542,1192613953,203493589,70000000,20595579,0,20595579,10000000,0
MORGAN STANLEY & CO LLC,FCM BD SD,CME/NFA,2022-11-30,17787942142,4440190729,13347751413,29162919689,28774709941,388209748,235000000,9915725278,9671545540,244179738,140000000,26887554702,26478918817,408635885,92000000,0
NANHUA USA LLC,FCM,CME,2022-11-30,24836965,13141065,11695900,237682653,218064269,19618384,3500000,680382,324045,356337,100000,0,0,0,0,0
NATWEST MARKETS SECURITIES INC,FCM BD,CBOT,2022-11-30,564701152,1091472,563609680,7500998,0,7500998,5000000,0,0,0,0,0,0,0,0,0
NINJATRADER CLEARING LLC,FCM,NFA,2022-11-30,19126885,1000000,18126885,261927186,239086138,22841048,4000000,3685373,2745585,939788,400000,0,0,0,0,0
NOMURA SECURITIES INTERNATIONAL INC,FCM BD,CBOT,2022-11-30,2152800089,97739533,2055060556,215901838,144791530,71110308,19000000,1250000,0,1250000,1000000,0,0,0,0,0
OANDA CORPORATION,FCM RFED,NFA,2022-11-30,38325573,27923694,10401879,0,0,0,0,0,0,0,0,0,0,0,0,164159370
PHILLIP CAPITAL INC,FCM BD,CME,2022-11-30,80119809,45558466,34561343,943275852,907834781,35441071,15000000,20718164,15936429,4781735,1000000,0,0,0,0,0
PICTET OVERSEAS INC,FCM BD,NFA,2022-11-30,50968426,12357186,38611240,137426211,132344747,5081464,1500000,60606920,57568321,3038599,900000,0,0,0,0,0
RBC CAPITAL MARKETS LLC,FCM BD,CME,2022-11-30,2584520071,586340144,1998179927,4921266030,4467200941,454065089,320000000,653813496,526203686,127609810,40000000,2147644192,1803878145,343766047,120000000,0
RJ OBRIEN ASSOCIATES LLC,FCM SD,CME/NFA,2022-11-30,372972818,275033060,97939758,6801232633,6524961155,276271478,50000000,264223421,233221137,31002284,20000000,0,0,0,0,0
SANTANDER INVESTMENT SECURITIES INC,FCM BD,NYME,2022-11-30,444645618,183250947,261394671,2888090017,2815230676,72859341,70000000,0,0,0,0,0,0,0,0,0
SCOTIA CAPITAL USA INC,FCM BD,CME,2022-11-30,1279857724,146575318,1133282406,0,0,0,0,0,0,0,0,0,0,0,0,0
SG AMERICAS SECURITIES LLC,FCM BD,CME,2022-11-30,4823339680,2099398228,2723941452,18863752219,18381695402,482056817,200000000,8129945315,7713638142,416307173,200000000,2128782352,1811201698,317580654,80000000,0
STONEX FINANCIAL INC,FCM BD,CME,2022-11-30,449826841,248421209,201405632,5767707331,5682850496,84856835,50000000,224251046,212910946,11340100,6000000,0,0,0,0,0
STRAITS FINANCIAL LLC,FCM,CME,2022-11-30,28288062,12389391,15898671,475818931,461762247,14056684,2000000,36312312,26001455,10310857,300000,0,0,0,0,0
TRADESTATION SECURITIES INC,FCM BD,CME,2022-11-30,152266724,9952459,142314265,958991410,915009482,43981928,9000000,22714896,19139924,3574972,800000,0,0,0,0,0
TRADING.COM MARKETS INC,RFED,NFA,2022-11-30,23231733,20000000,3231733,0,0,0,0,0,0,0,0,0,0,0,0,590991
UBS FINANCIAL SERVICES INC,FCM BD,NFA,2022-11-30,1125007704,146414379,978593325,198581314,148780812,49800502,25000000,38034021,8456448,29577573,15000000,0,0,0,0,0
UBS SECURITIES LLC,FCM BD,CBOT,2022-11-30,4813215537,740241971,4072973566,6639537678,6349914092,289623586,150000000,2515939805,2344648480,171291325,75000000,1518230799,1255271931,262958868,125000000,0
WEDBUSH SECURITIES INC,FCM BD,CBOT,2022-11-30,264358516,87658206,176700310,3139123290,3108549494,30573796,19000000,49156010,42743139,6412871,1000000,0,0,0,0,0
WELLS FARGO SECURITIES LLC,FCM BD,CME,2022-11-30,10050216657,1552363914,8497852743,5197554083,4704118366,493435717,115000000,825031342,722000667,103030675,30000000,14059375231,13358869086,700506145,220000000,0
ABN AMRO CLEARING CHICAGO LLC,FCM BD,CBOT,2022-12-31,713522487,211252593,502269894,4332761650,3813834144,518927506,276889035,140376604,114721138,25655466,11472114,0,0,0,0,0
ADM INVESTOR SERVICES INC,FCM,CBOT,2022-12-31,512459897,378602439,133857458,8975208867,8642761004,332447863,120000000,601170899,554495596,46675303,20000000,9963959,0,9963959,8000000,0
ADVANTAGE FUTURES LLC,FCM,CME,2022-12-31,30163308,16483283,13680025,561704651,541182002,20522649,10000000,47802632,43254419,4548213,1000000,0,0,0,0,0
AMHERST PIERPONT SECURITIES LLC,FCM,NFA,2022-12-31,192497299,1366186,191131113,0,0,0,0,0,0,0,0,0,0,0,0,0
AMP GLOBAL CLEARING LLC,FCM,NFA,2022-12-31,9034994,1000000,8034994,75189761,65782617,9407144,900000,2809099,2385458,423641,150000,0,0,0,0,0
APEX CLEARING CORPORATION,FCM BD,NFA,2022-12-31,467581932,26501672,441080260,102114688,77499922,24614766,10000000,0,0,0,0,0,0,0,0,0
BARCLAYS CAPITAL INC,FCM BD,NYME,2022-12-31,7476166249,2324417999,5151748250,15730629587,14902672244,827957343,58000000,4683647259,4291401045,392246214,40000000,14766174915,14249600591,516574324,26000000,0
BITNOMIAL CLEARING LLC,FCM,NFA,2022-12-31,1505000,1000000,505000,0,0,0,0,0,0,0,0,0,0,0,0,0
BNP PARIBAS SECURITIES CORP,FCM BD,CBOT,2022-12-31,2173064824,988086025,1184978799,8357034650,7478309626,878725024,570000000,2234996459,1247413728,987582731,98000000,2799770790,2562743812,237026978,135000000,0
BOFA SECURITIES INC,FCM BD,CBOT,2022-12-31,17505502305,4123989983,13381512322,26736563275,26358574156,377989119,200000000,5744547797,5494718080,249829717,150000000,17197484664,16733922729,463561935,150000000,0
CANTOR FITZGERALD & CO,FCM BD,CBOT,2022-12-31,388040172,2250941,385789231,4969934,0,4969934,3000000,0,0,0,0,0,0,0,0,0
CHARLES SCHWAB FUTURES AND FOREX LLC,FCM,NFA,2022-12-31,295421716,39393738,256027978,733057232,566635849,166421383,100000000,0,0,0,0,0,0,0,0,67363378
CHS HEDGING LLC,FCM,CBOT,2022-12-31,63508302,28052093,35456209,269936927,204283996,65652931,14600000,1527272,0,1527272,200000,510188,0,510188,120000,0
CITIGROUP GLOBAL MARKETS INC,FCM BD SD,CBOT/NFA,2022-12-31,12569786173,4721026261,7848759912,17742860050,17218055656,524804394,357000000,5509160350,5274800427,234359923,179900000,33255951470,32560560660,695390810,464800000,0
CREDIT SUISSE SECURITIES (USA) LLC,FCM BD,CBOT,2022-12-31,11479386946,120459098,11358927848,272349746,216684781,55664965,10834239,6976930,1159770,5817160,57988,9661603,12,9661591,1,0
CUNNINGHAM COMMODITIES LLC,FCM,CBOT,2022-12-31,86057569,2704347,83353222,211087398,152314602,58772796,3050000,1440492,858424,582068,100000,0,0,0,0,0
DAIWA CAPITAL MARKETS AMERICA INC,FCM BD,CME,2022-12-31,1338617065,2131433,1336485632,2143651,0,2143651,1,436958,0,436958,1,0,0,0,0,0
DEUTSCHE BANK SECURITIES INC,FCM BD,CBOT,2022-12-31,5487436970,193134966,5294302004,2248570845,2099599908,148970937,100000000,913904516,810556968,103347548,50000000,0,0,0,0,0
DIRECT ACCESS USA LLC,FCM,CME,2022-12-31,11780447,3078897,8701550,102462121,90464508,11997613,2500000,10560257,529930,10030327,1000000,0,0,0,0,0
DORMAN TRADING LLC,FCM,CME,2022-12-31,16459264,1981973,14477291,286006073,280382100,5623973,2000000,5373087,4513487,859600,200000,0,0,0,0,0
ETRADE FUTURES LLC,FCM,NFA,2022-12-31,49966771,4636884,45329887,154272906,102156524,52116382,11000000,0,0,0,0,0,0,0,0,0
FUTU FUTURES INC,FCM,NFA,2022-12-31,1909946,1000000,909946,0,0,0,0,0,0,0,0,0,0,0,0,0
GAIN CAPITAL GROUP LLC,FCMRFD,NFA,2022-12-31,48868169,28721773,20146396,0,0,0,0,0,0,0,0,0,0,0,0,184435455
GH FINANCIALS LLC,FCM,CME,2022-12-31,30106632,10085759,20020873,165079128,148205466,16873662,5500000,9345253,7566293,1778960,440000,0,0,0,0,0
GOLDMAN SACHS & CO LLC,FCM BD SD,CBOT/NFA,2022-12-31,22213994061,4751168058,17462826003,37712561995,36669722247,1042839748,775000000,14007595954,13409112955,598482999,475000000,19187109126,18699455721,487653405,350000000,0
HIDDEN ROAD PARTNERS CIV US LLC,FCM BD,CME,2022-12-31,32468344,1000000,31468344,3028283,0,3028283,3000000,0,0,0,0,0,0,0,0,0
HSBC SECURITIES USA INC,FCM BD,CME,2022-12-31,1514035541,568259847,945775694,4614932487,4452494840,162437647,145000000,227639377,198209484,29429893,15000000,2098039508,1946994252,151045256,137000000,0
IG US LLC,RFED,NFA,2022-12-31,48220412,21727930,26492482,0,0,0,0,0,0,0,0,0,0,0,0,44558608
INTERACTIVE BROKERS LLC,FCM BD,CME,2022-12-31,6425070687,660595248,5764475439,8084963920,7841551247,243412673,155000000,899271886,769104815,130167071,80000000,0,0,0,0,24687137
IRONBEAM INC,FCM,CME,2022-12-31,8820027,1000000,7820027,99230416,90377785,8852631,1600000,586406,373212,213194,60000,0,0,0,0,0
JEFFERIES LLC,FCM BD,NFA,2022-12-31,1114500799,86739873,1027760926,0,0,0,0,0,0,0,0,0,0,0,0,0
JP MORGAN SECURITIES LLC,FCM BD SD,CEI/NFA,2022-12-31,24988731905,5628325445,19360406460,42972152313,41830532031,1141620282,794780109,8817235166,8132290554,684944612,284630169,22980771757,21931519472,1049252285,460561909,0
LIME TRADING CORP,FCM BD,NFA,2022-12-31,4531022,1000000,3531022,46103,0,46103,20000,40000,0,40000,20000,0,0,0,0,0
MACQUARIE FUTURES USA LLC,FCM,CBOT,2022-12-31,605778373,465789883,139988490,4815243446,4589335228,225908218,100000000,212982777,163827896,49154881,7000000,5154857,0,5154857,1000000,0
MAREX CAPITAL MARKETS INC,FCM BD SD,CME/NFA,2022-12-31,283759007,156172571,127586436,3898425751,3824352307,74073444,44250000,71910630,58116012,13794618,5000000,0,0,0,0,0
MAREX NORTH AMERICA LLC,FCM,CME,2022-12-31,240922918,201766295,39156623,3847654118,3761987180,85666938,50230376,173185127,137959240,35225887,10250000,0,0,0,0,0
MCVEAN TRADING & INVESTMENTS LLC,FCM,NFA,2022-12-31,12010728,1746921,10263807,466536779,440883426,25653353,18000000,2621390,0,2621390,1000000,0,0,0,0,0
MERRILL LYNCH PROFESSIONAL CLEARING CORP,FCM BD,NFA,2022-12-31,7536372924,1394821688,6141551236,2920786660,1749099372,1171687288,300000000,0,0,0,0,0,0,0,0,0
MFI FUNDING LLC,FCM,NFA,2022-12-31,103980346,1000000,102980346,0,0,0,0,0,0,0,0,0,0,0,0,0
